timeDuration;nMovements;movementsDifficulty;AItechnique;robotSpeech;acrobaticMovements;movementsRepetition;musicGenre;movementsTransitionsDuration;humanMovements;balance;speed;bodyPartsCombination;musicBPM;sameStartEndPositionPlace;headMovement;armsMovement;handsMovement;legsMovement;feetMovement;EvaluationChoreographyStoryTelling;EvaluationChoreographyRhythm;EvaluationChoreographyMovementTechnique;EvaluationPublicInvolvement;EvaluationChoreographySpace;EvaluationChoreographyHumanCharacterization;EvaluationHumanReproducibility
57;8;3;constraints;0;0;3;Rock;2;2;3;1;3;127;0;1;3;2;3;2;3;4;3;3;5;3;4
62;7;2;constraints;1;0;2;Electronic;3;2;3;3;3;98;0;3;3;2;3;1;4;2;2;5;2;3;5
70;8;2;searchStartegy;1;0;2;Folk;3;1;3;3;1;103;0;2;3;2;2;1;3;4;4;5;1;3;4
62;8;2;searchStartegy;0;0;3;Pop;2;3;2;1;3;152;1;3;3;3;3;1;4;3;2;5;1;4;1
62;9;2;planning;0;0;3;Electronic;2;3;3;2;2;156;0;3;3;2;3;1;2;3;2;1;4;1;4
54;8;1;searchStartegy;1;1;2;Electronic;3;2;3;3;2;150;0;3;3;1;3;2;2;4;2;2;3;4;4
55;6;2;searchStartegy;0;0;2;Pop;2;3;3;2;2;103;1;3;3;2;2;1;2;3;3;5;3;4;5
63;11;2;constraints;0;1;3;Folk;1;1;2;2;2;150;1;1;3;2;2;1;5;5;4;4;4;1;4
58;8;2;constraints;1;0;2;Rap;3;1;1;2;3;150;1;1;3;2;2;1;3;4;5;3;2;2;3
105;8;3;constraints;0;0;3;Folk;3;2;3;1;1;134;0;3;3;2;2;2;2;5;2;2;3;3;5
66;9;2;planning;1;0;3;Folk;2;2;2;1;3;103;0;3;2;2;3;2;5;5;5;4;2;2;5
63;6;2;constraints;0;0;3;Rap;1;1;3;2;1;152;1;1;2;1;3;1;1;3;3;2;4;4;5
106;8;2;searchStartegy;0;1;3;Rap;1;3;3;3;2;159;0;3;3;1;2;2;5;4;4;5;4;5;5
58;6;2;constraints;1;1;3;Folk;2;2;3;2;3;103;0;3;3;2;2;2;4;4;2;5;1;2;4
62;7;2;searchStartegy;0;0;3;Pop;1;1;3;1;1;98;0;2;3;2;3;1;2;4;3;1;4;4;5
57;7;2;searchStartegy;0;0;3;Electronic;1;3;1;2;3;134;0;2;3;1;3;1;3;4;1;2;1;4;5
63;6;2;searchStartegy;0;1;3;Indie;2;2;1;1;3;103;0;3;2;2;3;1;3;5;4;5;3;4;5
63;15;2;searchStartegy;0;0;3;Rock;2;2;3;2;2;150;0;3;3;2;2;1;4;5;5;3;4;4;4
63;15;2;planning;1;1;3;Pop;2;3;1;3;3;156;0;1;3;2;3;1;5;5;4;2;3;5;5
58;10;2;constraints;0;0;2;Pop;2;1;2;3;3;136;0;3;3;1;2;2;4;4;2;4;4;3;2
71;7;3;searchStartegy;1;1;3;Rap;1;2;2;3;1;159;0;3;3;2;2;1;5;4;3;1;2;3;5
63;8;3;searchStartegy;1;1;3;Pop;1;3;3;1;3;114;0;1;3;2;3;1;4;4;4;2;3;3;2
63;12;2;constraints;1;0;3;Pop;1;3;3;2;3;159;0;3;3;1;3;2;2;5;4;4;2;4;5
76;7;2;constraints;0;0;3;Pop;2;3;1;2;1;136;0;1;2;2;3;1;3;3;3;4;5;5;3
62;7;2;searchStartegy;1;1;1;Rock;2;3;1;1;1;150;1;1;2;2;3;1;3;5;5;3;1;4;5
76;6;2;constraints;1;0;3;Electronic;1;2;1;3;2;103;1;1;3;2;3;1;3;3;4;5;4;4;4
81;10;1;searchStartegy;0;1;2;Pop;2;2;1;1;3;98;1;3;2;2;2;1;5;3;2;2;3;4;5
65;8;2;searchStartegy;1;1;3;Folk;2;2;1;3;3;156;0;3;3;2;2;2;2;4;3;3;4;5;5
63;8;2;planning;0;0;3;Pop;1;3;3;3;2;103;1;2;3;1;2;1;4;4;3;4;4;3;5
57;10;3;constraints;1;0;1;Pop;2;3;3;3;3;98;0;3;3;1;2;1;4;2;4;3;4;4;5
70;7;1;searchStartegy;0;0;3;Electronic;1;2;1;1;1;98;0;1;3;2;3;2;1;4;4;4;5;4;5
106;6;2;constraints;1;0;1;Pop;2;3;2;3;2;98;1;1;3;2;3;1;1;3;2;2;1;5;3
63;12;3;constraints;1;1;2;Folk;3;3;1;3;3;98;1;2;3;2;3;2;3;2;5;2;3;4;5
71;15;2;searchStartegy;0;1;3;Pop;2;3;2;1;3;103;0;3;3;2;3;2;3;4;3;2;1;1;3
76;7;3;searchStartegy;1;0;3;Rock;1;2;2;2;2;156;1;3;3;2;3;2;3;2;2;4;4;4;4
63;11;2;constraints;0;0;3;Pop;2;2;3;1;3;152;0;3;2;2;3;2;4;5;3;5;3;4;2
63;10;3;constraints;0;0;2;Pop;2;2;2;1;3;114;1;3;2;2;3;1;4;4;4;4;3;5;4
64;6;2;searchStartegy;0;0;3;Pop;1;3;2;2;1;159;0;2;3;1;3;2;3;3;1;5;3;3;2
55;7;1;planning;1;0;3;Pop;1;3;3;3;1;156;0;3;3;2;2;2;3;4;4;4;4;3;5
75;9;2;constraints;0;0;2;Pop;2;3;1;2;3;103;1;3;3;2;3;2;4;4;4;4;3;4;5
57;7;2;searchStartegy;1;1;3;Pop;2;3;2;1;1;118;1;2;3;2;3;1;3;2;2;5;3;4;4
62;7;1;planning;0;1;3;Indie;1;3;2;2;3;150;0;3;3;2;3;2;4;5;4;3;4;4;2
57;6;2;searchStartegy;0;0;1;Folk;2;3;2;1;1;136;1;1;3;2;3;2;4;4;3;2;2;4;5
75;12;1;searchStartegy;1;0;3;Pop;3;2;2;1;1;156;1;3;3;2;2;2;3;4;2;2;3;4;4
58;8;2;searchStartegy;1;1;3;Pop;3;2;3;2;3;136;0;3;3;2;3;1;4;4;4;5;3;3;4
66;8;1;searchStartegy;0;0;2;Rock;1;3;2;3;2;150;0;3;3;2;3;2;1;4;4;5;3;2;5
105;8;2;planning;1;0;2;Folk;1;3;1;3;2;152;0;1;3;2;3;2;4;5;2;4;4;4;5
62;7;2;constraints;1;0;1;Rock;2;3;3;1;3;98;1;2;3;2;3;1;5;2;2;2;3;3;1
55;7;3;planning;0;0;1;Pop;2;3;1;2;3;159;1;1;3;2;2;2;2;3;4;2;4;2;5
106;15;2;constraints;1;0;2;Pop;3;2;2;1;3;150;1;1;3;2;3;2;3;3;3;4;2;4;5
58;10;1;searchStartegy;1;1;2;Electronic;1;3;2;1;2;98;1;2;3;1;2;1;2;3;4;4;5;4;5
58;10;2;constraints;0;1;2;Folk;1;2;3;3;3;152;0;2;3;3;3;2;3;3;4;4;4;2;5
75;10;1;planning;1;0;3;Pop;3;2;3;1;1;150;0;1;3;2;3;2;1;4;5;3;2;4;5
63;11;1;searchStartegy;0;0;3;Folk;1;3;3;2;2;136;0;3;3;2;2;1;3;4;2;4;3;4;4
63;7;2;planning;0;0;3;Rap;1;3;1;1;3;114;0;3;3;2;2;1;4;1;3;1;4;3;4
80;6;2;constraints;1;0;1;Rock;2;2;1;2;3;152;0;3;3;2;2;1;3;4;4;4;3;4;4
105;6;2;constraints;0;1;3;Folk;2;2;1;1;1;159;0;1;3;1;3;2;4;3;4;4;4;3;5
63;10;1;searchStartegy;0;0;2;Rock;3;2;3;1;3;150;0;1;3;2;3;2;4;3;4;4;4;4;1
76;6;3;constraints;1;1;3;Electronic;1;3;1;3;3;114;0;1;3;1;2;2;1;4;5;5;2;3;5
57;15;2;constraints;1;1;3;Electronic;2;1;3;3;3;114;0;3;3;1;2;2;3;4;4;3;3;5;3
57;8;2;searchStartegy;1;0;3;Rock;2;3;1;2;3;118;0;1;2;2;3;2;3;4;1;5;4;4;5
105;9;2;searchStartegy;1;0;2;Indie;3;1;3;2;1;159;0;3;3;2;3;1;4;5;3;4;3;2;5
62;7;3;searchStartegy;0;0;3;Electronic;1;2;3;1;2;152;0;1;2;2;2;2;2;4;4;5;4;4;5
75;15;1;searchStartegy;0;1;3;Pop;1;3;3;1;2;114;0;3;3;1;3;1;3;4;5;1;5;5;2
63;12;2;constraints;0;1;3;Pop;1;3;3;3;3;103;1;3;3;2;3;1;2;2;5;5;5;4;4
65;9;2;constraints;1;0;3;Pop;1;2;3;1;3;152;0;3;3;2;2;1;4;4;5;2;3;4;3
106;6;2;constraints;1;0;3;Pop;1;2;3;1;2;156;1;3;3;2;2;1;3;4;5;4;4;2;5
55;6;3;planning;1;0;2;Pop;1;3;3;2;2;156;1;3;3;1;3;1;4;2;4;3;3;4;5
65;15;2;planning;1;0;2;Rock;2;2;3;3;1;134;0;1;3;2;3;2;5;5;4;4;3;3;5
75;15;3;constraints;1;0;3;Folk;3;2;3;2;2;150;1;1;3;2;2;2;1;4;2;4;3;4;3
105;7;2;searchStartegy;1;1;3;Electronic;1;3;3;1;2;114;0;2;3;1;2;1;2;4;5;4;4;1;5
62;12;2;searchStartegy;1;0;3;Rap;3;3;1;2;1;150;1;1;3;3;3;2;3;4;2;3;5;3;5
62;7;2;searchStartegy;0;1;2;Folk;2;2;3;2;1;127;1;3;3;2;2;1;3;4;5;1;4;3;5
66;15;2;planning;0;1;2;Pop;1;1;2;3;1;127;0;2;2;2;3;1;3;4;5;4;2;4;5
63;6;2;searchStartegy;0;1;3;Rock;1;2;1;3;1;118;0;3;2;2;2;2;4;4;3;3;3;3;3
70;15;1;searchStartegy;1;1;1;Folk;1;3;3;2;1;150;0;1;3;2;3;2;3;4;5;4;4;2;3
64;11;2;searchStartegy;1;0;2;Pop;2;3;2;2;3;152;1;3;3;1;2;1;4;5;3;4;5;4;4
80;8;2;searchStartegy;0;1;2;Rap;2;2;2;3;1;114;1;3;3;2;3;1;5;2;3;4;3;5;5
80;12;2;planning;0;1;3;Pop;3;3;1;2;1;118;0;3;3;2;2;1;4;4;4;4;3;3;5
62;15;2;constraints;1;0;3;Electronic;3;2;2;3;3;150;0;3;3;2;3;2;2;1;3;4;3;1;5
106;15;3;constraints;0;0;3;Electronic;1;2;2;3;1;98;0;3;3;2;3;1;4;5;4;3;3;2;2
81;10;2;constraints;1;1;3;Electronic;2;2;3;3;3;98;0;2;3;2;2;2;3;5;5;4;5;5;4
66;12;2;searchStartegy;0;0;3;Rap;3;2;3;2;3;118;0;3;3;2;2;1;2;5;2;4;4;4;5
58;6;1;searchStartegy;1;0;3;Pop;2;2;1;2;1;114;1;3;3;2;3;1;4;5;4;4;1;4;4
81;15;1;constraints;1;1;3;Folk;2;3;3;2;3;156;0;3;3;2;3;2;2;5;4;3;4;4;5
63;12;2;searchStartegy;1;0;3;Indie;2;1;1;1;3;136;0;3;2;2;3;1;4;4;4;3;3;3;5
62;10;3;constraints;1;1;3;Pop;1;3;1;2;3;156;1;2;3;1;3;2;5;3;3;4;3;4;1
75;7;2;searchStartegy;1;0;2;Pop;3;3;2;3;3;136;0;3;3;2;2;1;3;4;4;2;5;5;4
81;6;1;searchStartegy;1;0;2;Pop;2;3;3;1;3;136;0;1;3;3;3;2;4;4;3;2;3;4;5
63;9;2;constraints;0;0;2;Rock;3;3;2;2;3;152;0;3;3;2;3;1;3;4;5;4;2;4;5
76;12;2;constraints;1;0;3;Indie;2;2;3;2;3;114;0;3;3;2;2;1;5;1;4;4;1;1;5
58;12;1;constraints;1;0;2;Rap;1;3;3;2;2;159;0;3;2;2;3;1;4;5;4;3;3;3;5
55;9;2;searchStartegy;0;1;3;Rap;1;2;1;1;3;134;0;3;3;2;3;1;5;4;4;4;2;4;3
63;11;2;searchStartegy;1;1;3;Electronic;1;3;3;1;3;159;0;3;2;2;3;1;4;5;1;3;3;4;5
62;7;1;searchStartegy;1;0;3;Pop;2;3;1;1;2;114;0;3;3;2;3;2;4;4;5;3;4;1;5
71;7;2;searchStartegy;1;0;3;Folk;1;2;2;2;3;134;0;3;3;2;3;1;5;4;4;4;3;5;4
81;6;2;searchStartegy;1;1;3;Electronic;3;3;1;2;1;136;0;3;3;2;2;2;4;3;3;3;4;4;3
58;7;3;planning;1;1;2;Pop;1;1;2;2;3;156;0;3;3;2;3;1;2;5;4;4;4;4;4
57;12;1;constraints;1;1;2;Rock;1;1;2;2;1;114;0;3;3;2;3;2;4;4;4;4;4;3;2
57;10;2;searchStartegy;1;0;3;Pop;2;3;3;1;3;114;0;3;2;2;3;2;4;4;1;4;4;1;4
64;9;1;searchStartegy;1;1;1;Pop;2;3;3;1;3;127;1;2;2;1;3;2;2;4;1;4;2;5;2
58;6;1;constraints;0;0;2;Pop;2;3;3;3;2;98;1;3;2;2;2;1;5;2;4;3;5;2;2
54;8;2;planning;0;0;3;Rock;1;3;2;1;3;134;0;3;3;2;3;2;3;4;1;4;4;1;4
54;10;3;constraints;1;0;3;Pop;1;2;3;1;3;127;1;3;3;2;2;2;2;1;4;2;2;5;4
70;10;3;searchStartegy;1;1;3;Pop;1;3;3;1;1;136;0;3;3;2;3;2;4;5;4;4;1;3;5
58;6;2;planning;1;0;2;Pop;2;3;3;1;3;152;0;3;2;2;3;2;4;3;3;4;3;3;4
54;9;2;constraints;1;0;3;Pop;2;3;1;2;1;134;1;2;3;2;3;1;3;3;5;4;4;1;5
63;9;1;searchStartegy;0;0;3;Indie;1;2;2;1;2;159;0;3;3;2;3;1;4;5;4;3;2;3;4
106;8;3;searchStartegy;1;0;3;Indie;2;2;1;3;3;136;0;3;3;3;3;1;2;4;3;4;2;4;2
63;11;2;searchStartegy;1;0;3;Pop;1;3;1;3;3;150;0;3;3;2;3;2;1;1;4;5;3;1;4
63;8;2;constraints;1;1;3;Folk;1;3;3;1;3;103;0;3;3;2;2;2;5;3;4;5;5;4;1
76;8;2;constraints;1;0;3;Folk;1;3;3;2;3;159;0;1;3;2;3;1;4;3;1;4;5;1;4
63;15;2;searchStartegy;1;0;3;Folk;2;3;1;2;1;103;0;3;3;2;3;2;4;4;4;5;3;3;4
63;15;1;constraints;1;0;3;Folk;3;2;3;1;3;156;1;3;3;2;3;1;4;5;4;3;3;4;5
76;7;2;constraints;0;0;3;Rap;2;2;3;1;1;98;1;3;3;2;3;1;4;4;4;4;5;3;4
81;10;2;planning;1;0;3;Pop;2;1;3;1;3;127;0;3;2;2;2;1;2;5;4;5;2;2;4
62;8;2;planning;1;1;1;Pop;1;3;3;3;3;136;0;3;3;1;3;1;2;4;4;1;3;5;4
62;7;2;searchStartegy;0;0;1;Rap;2;3;1;1;3;159;0;3;3;2;3;1;4;4;4;5;2;4;4
64;12;2;searchStartegy;0;0;1;Pop;2;2;3;1;3;159;0;1;3;1;3;1;5;5;2;5;2;4;4
63;12;2;constraints;1;0;3;Folk;2;2;3;1;3;150;0;3;3;1;2;1;4;4;1;3;3;4;3
58;10;3;constraints;1;0;2;Electronic;1;2;1;2;3;118;0;3;3;2;3;1;3;3;4;2;3;5;5
57;8;2;searchStartegy;1;0;1;Pop;1;2;3;3;2;134;0;3;3;2;3;1;5;3;4;1;3;4;4
55;7;2;searchStartegy;0;0;3;Pop;1;2;3;1;1;134;0;3;3;2;3;2;5;4;4;3;4;5;5
57;15;2;planning;0;0;3;Electronic;2;3;1;1;1;136;0;2;3;2;2;1;5;4;4;2;4;1;4
66;15;2;searchStartegy;1;0;1;Electronic;3;3;3;1;3;127;0;3;3;2;2;1;4;4;4;3;1;1;4
80;10;2;planning;0;0;3;Rock;3;2;1;3;1;150;0;3;2;2;2;1;4;4;1;2;3;4;4
57;7;2;planning;0;1;1;Pop;1;3;2;2;2;134;1;2;3;1;3;2;5;2;5;3;4;3;1
75;7;2;constraints;1;1;3;Electronic;1;2;1;1;2;118;1;3;3;1;3;1;4;4;4;4;3;3;2
63;8;2;constraints;1;0;3;Electronic;2;3;3;1;3;136;0;1;3;2;2;1;4;2;4;2;3;4;5
62;7;2;constraints;1;1;3;Pop;2;2;3;2;3;103;1;1;2;1;2;1;4;5;3;2;5;3;5
62;7;2;constraints;1;1;3;Rap;1;2;3;3;1;150;1;3;3;1;3;1;1;3;2;4;3;4;3
65;6;1;searchStartegy;0;1;3;Folk;1;2;1;3;2;152;0;3;2;2;3;1;5;5;3;3;5;3;2
75;11;2;searchStartegy;0;0;2;Indie;3;3;3;1;1;134;0;3;3;2;2;1;4;4;1;4;4;2;4
62;7;2;constraints;1;0;2;Pop;2;3;3;1;3;152;0;3;3;2;2;1;3;4;4;3;4;3;4
63;10;1;searchStartegy;0;0;3;Rap;1;3;3;3;2;150;0;3;2;1;3;1;3;5;4;3;3;4;5
76;10;2;planning;0;1;1;Pop;1;3;3;3;3;156;0;3;3;1;2;2;5;4;4;4;3;3;5
76;8;2;searchStartegy;1;0;3;Electronic;2;3;2;3;3;114;0;3;3;2;2;1;4;4;4;4;3;3;2
70;10;2;searchStartegy;0;1;3;Folk;1;2;2;1;2;98;0;3;3;3;3;2;4;4;2;5;3;4;4
55;11;1;searchStartegy;1;0;3;Indie;1;1;3;2;3;156;0;2;3;2;2;2;3;4;3;3;3;3;4
63;6;2;searchStartegy;1;0;3;Indie;1;3;3;2;3;98;0;1;3;2;2;2;4;4;3;5;4;4;5
76;11;1;planning;0;0;2;Pop;2;1;3;2;3;136;0;3;3;1;3;2;4;4;4;5;2;4;5
64;6;2;constraints;1;0;1;Rock;3;2;3;1;3;134;1;3;3;2;2;1;4;5;2;2;1;3;1
66;11;3;searchStartegy;0;0;2;Rap;1;3;1;1;2;127;0;3;3;2;3;2;5;5;5;3;3;4;5
55;9;2;planning;1;0;3;Electronic;1;3;2;3;1;103;1;3;3;1;3;2;4;4;4;3;5;4;5
106;7;2;constraints;1;0;3;Folk;3;3;3;3;3;103;0;3;3;1;3;2;4;4;3;3;3;2;2
66;11;2;constraints;0;0;1;Pop;2;2;3;3;3;118;1;3;3;2;3;1;1;4;4;2;4;4;2
63;6;3;planning;0;1;3;Electronic;2;2;2;1;2;118;0;3;3;2;2;2;2;4;4;3;4;2;5
63;10;2;searchStartegy;1;0;3;Folk;2;3;1;3;3;136;0;3;3;2;3;1;3;4;5;2;4;2;4
80;6;1;searchStartegy;1;0;3;Folk;2;3;3;2;3;118;0;3;3;2;2;1;4;4;4;4;2;5;4
71;11;2;searchStartegy;0;0;3;Pop;2;2;2;2;2;134;1;1;3;2;3;2;4;3;4;3;4;4;1
58;10;3;constraints;0;0;2;Pop;2;3;1;1;1;98;0;1;3;1;3;1;5;5;4;4;4;1;5
106;15;2;searchStartegy;1;0;3;Electronic;1;2;3;2;1;159;0;3;3;2;3;1;2;1;5;3;5;4;4
54;15;2;planning;1;0;3;Electronic;1;2;3;1;1;114;1;2;3;2;3;2;1;1;4;3;3;4;5
62;8;2;planning;0;0;1;Pop;1;3;2;2;3;136;1;2;2;1;3;2;5;5;4;3;4;4;4
54;7;1;searchStartegy;0;1;3;Electronic;3;3;3;1;3;159;1;3;3;2;3;1;4;2;4;2;3;2;2
75;15;2;searchStartegy;1;1;2;Folk;1;2;1;2;1;134;0;2;2;1;3;2;2;4;4;5;1;4;2
76;7;2;constraints;1;0;3;Pop;2;2;3;1;3;134;0;2;3;2;3;1;2;4;4;3;3;4;2
62;8;3;planning;0;0;3;Pop;1;3;2;3;1;98;0;2;3;2;2;1;5;3;4;5;3;3;2
65;8;2;searchStartegy;1;0;2;Pop;1;3;1;2;3;150;1;2;3;1;3;2;4;4;1;1;3;4;5
63;10;1;searchStartegy;1;0;2;Pop;2;2;1;1;1;136;0;3;3;1;2;1;4;2;4;5;3;5;4
62;10;3;constraints;0;0;3;Pop;2;1;3;1;2;136;0;2;3;3;2;1;4;4;2;4;4;3;4
63;7;1;constraints;1;0;3;Electronic;1;3;2;2;2;134;0;3;3;2;2;1;1;3;4;2;5;4;4
63;6;2;planning;1;0;2;Rock;1;3;3;1;3;156;0;1;3;2;3;2;2;3;4;3;2;3;4
63;9;2;constraints;0;0;2;Pop;3;2;1;1;3;159;0;3;3;2;3;2;1;4;4;4;5;3;5
70;7;2;constraints;1;0;3;Rap;2;3;3;3;1;136;0;3;3;1;2;1;1;4;4;4;4;4;4
57;7;1;searchStartegy;1;0;3;Folk;1;2;2;2;1;159;0;3;2;2;3;1;2;4;5;4;4;5;4
63;6;2;searchStartegy;1;0;3;Pop;3;2;2;3;3;127;0;3;3;2;2;1;4;3;2;4;2;5;5
80;7;2;constraints;0;0;2;Pop;1;3;3;2;2;103;0;1;3;1;3;2;5;5;4;3;5;4;4
81;9;2;searchStartegy;0;1;3;Rap;2;2;3;3;3;98;0;3;3;2;3;1;4;1;4;5;1;2;2
62;6;3;searchStartegy;0;1;3;Rock;2;3;1;1;2;150;1;1;3;2;2;1;4;3;4;4;2;5;4
62;7;2;searchStartegy;0;0;3;Pop;1;2;3;1;1;103;1;3;3;2;3;2;1;2;4;3;1;5;5
63;9;3;constraints;0;1;2;Pop;1;2;2;3;3;114;1;3;3;1;3;1;2;4;3;3;1;5;5
63;6;2;searchStartegy;1;0;3;Rock;3;3;3;3;3;156;0;3;3;2;3;1;4;4;4;4;4;5;3
80;15;1;searchStartegy;1;0;3;Folk;2;2;3;1;3;98;0;2;3;2;3;1;4;3;2;5;4;3;4
62;12;2;planning;0;1;3;Pop;3;3;3;2;3;114;0;3;2;1;3;2;4;5;5;3;2;2;5
80;11;2;constraints;0;0;3;Pop;1;3;2;3;1;136;0;3;3;2;2;1;4;4;4;5;3;4;4
105;7;1;searchStartegy;0;1;2;Pop;1;1;3;3;1;136;0;3;3;1;3;2;3;3;3;2;2;3;5
58;15;2;constraints;1;1;3;Rock;2;2;3;1;3;136;0;3;3;1;2;2;1;5;4;4;3;4;2
62;6;2;searchStartegy;1;1;2;Pop;1;2;1;2;3;159;0;3;3;2;3;1;3;3;3;5;3;4;5
57;15;2;planning;1;0;3;Indie;2;3;3;3;3;98;0;1;3;2;3;1;5;4;3;3;4;5;3
106;7;2;planning;0;0;2;Rock;1;3;3;3;3;150;0;3;3;1;3;2;2;1;4;3;3;3;4
65;7;2;planning;1;1;2;Folk;1;3;3;2;1;98;0;1;3;1;3;2;2;5;2;5;4;5;5
54;15;2;constraints;0;0;1;Rap;3;3;3;3;2;127;0;3;3;1;3;2;3;4;4;4;3;4;5
65;6;1;constraints;1;1;3;Folk;1;2;1;3;1;159;1;3;3;2;3;1;4;4;1;4;2;2;4
57;15;2;searchStartegy;1;0;3;Electronic;2;3;3;2;2;127;1;3;3;2;3;1;5;4;2;5;3;2;5
76;6;2;constraints;1;0;2;Electronic;1;3;1;3;2;152;1;3;3;2;3;2;4;2;4;1;5;1;1
106;11;2;constraints;0;1;1;Electronic;1;2;3;3;3;156;0;3;3;1;3;1;4;4;3;4;5;4;4
62;10;2;planning;1;0;2;Pop;2;3;1;1;1;103;1;3;2;3;3;2;4;4;5;3;4;2;4
81;11;1;constraints;0;1;3;Pop;1;3;3;1;1;127;0;3;3;2;2;2;4;1;5;3;4;1;5
81;11;3;constraints;1;1;3;Electronic;1;3;3;1;2;152;0;3;3;1;3;1;4;2;4;5;4;2;5
81;11;2;searchStartegy;1;1;2;Pop;3;3;2;2;3;136;0;3;3;1;3;1;3;5;4;2;2;2;2
63;6;2;searchStartegy;1;0;3;Electronic;2;2;2;1;2;114;0;3;3;2;3;1;3;3;3;1;3;3;1
58;6;1;searchStartegy;0;1;3;Indie;1;3;1;2;1;98;0;1;3;2;2;1;5;4;5;4;4;4;5
58;8;3;planning;0;0;3;Indie;3;3;3;1;1;150;1;1;3;2;3;1;3;4;4;1;3;3;1
62;10;2;searchStartegy;0;0;2;Pop;1;3;3;3;2;159;0;3;3;2;3;2;5;5;5;3;3;3;5
62;8;1;constraints;1;1;3;Folk;3;3;3;2;1;118;1;3;3;3;3;1;3;4;4;5;2;2;4
54;7;2;searchStartegy;0;1;3;Pop;1;2;1;1;1;103;0;3;3;2;3;1;1;4;5;3;5;4;4
70;7;3;searchStartegy;1;1;3;Indie;3;2;3;2;3;152;0;2;3;1;3;1;2;4;4;4;1;3;4
55;6;1;searchStartegy;0;0;3;Pop;3;3;3;2;1;103;0;2;3;2;3;2;5;4;2;3;3;5;5
63;8;1;constraints;1;1;3;Pop;1;1;3;1;1;136;0;2;3;2;2;2;1;3;3;3;4;4;1
54;15;1;searchStartegy;1;0;2;Indie;2;2;2;1;2;159;0;3;3;2;3;1;3;2;2;5;1;2;5
63;15;3;searchStartegy;1;0;3;Pop;2;2;3;1;2;127;0;3;3;2;3;1;4;1;5;1;4;4;5
81;6;2;searchStartegy;1;1;2;Rock;2;3;3;2;2;152;1;3;3;2;3;1;4;3;4;4;2;4;4
81;12;3;constraints;0;0;3;Electronic;1;2;3;2;3;98;0;1;3;3;3;2;5;4;4;4;4;5;4
64;15;2;constraints;1;1;2;Electronic;3;2;1;1;1;118;0;3;3;2;3;2;3;5;4;5;4;3;5
57;7;2;constraints;0;1;3;Rap;2;2;2;1;1;150;1;1;3;1;3;1;3;4;5;4;3;2;4
62;7;2;searchStartegy;1;0;3;Pop;2;3;2;1;2;150;0;3;3;2;3;2;5;4;2;5;2;2;3
63;7;2;constraints;1;0;3;Pop;1;1;3;3;1;98;1;2;3;2;3;1;2;5;3;3;5;2;4
57;15;2;searchStartegy;0;0;3;Pop;2;2;3;3;3;134;1;3;2;2;2;1;1;5;3;3;5;5;4
57;6;1;searchStartegy;1;1;1;Pop;1;3;3;1;2;103;0;3;3;3;2;1;4;4;3;4;3;1;5
63;6;3;searchStartegy;0;0;1;Pop;1;3;1;2;2;152;0;3;3;3;3;1;3;1;4;3;4;2;4
64;10;2;planning;1;1;3;Indie;1;3;3;1;3;98;0;3;3;2;3;1;2;4;4;3;3;1;4
64;7;1;searchStartegy;0;0;3;Pop;1;2;3;1;1;134;1;1;3;2;3;1;4;5;4;2;3;4;2
58;12;2;searchStartegy;0;0;3;Pop;1;2;3;2;2;118;1;3;3;2;3;1;5;5;4;4;3;4;5
62;8;1;constraints;1;1;1;Pop;1;3;3;1;1;136;0;1;3;2;3;2;2;4;3;4;4;4;5
71;8;1;searchStartegy;0;0;3;Pop;1;3;3;3;1;136;0;3;3;2;3;2;2;4;2;2;4;3;5
62;12;2;constraints;1;1;2;Folk;1;3;3;2;1;136;0;3;3;2;2;2;4;3;1;5;4;4;4
65;11;2;planning;1;1;3;Electronic;3;2;1;3;2;152;1;3;3;2;3;2;2;2;4;3;5;5;5
62;11;1;searchStartegy;1;0;3;Folk;3;2;3;3;2;98;1;1;3;1;2;2;4;4;3;3;5;4;4
54;11;3;constraints;1;1;3;Folk;1;3;3;3;1;150;0;3;3;2;2;1;5;5;2;5;3;4;4
65;7;3;searchStartegy;1;1;3;Pop;1;2;3;2;2;156;1;3;3;2;2;2;1;4;3;4;5;4;2
66;9;2;searchStartegy;0;1;3;Folk;1;2;2;3;2;98;0;1;3;2;3;2;4;4;2;5;5;4;4
64;6;2;constraints;0;1;3;Pop;1;3;1;1;3;136;1;2;3;1;2;1;3;3;2;3;3;2;5
106;11;2;constraints;1;0;2;Pop;1;2;2;1;1;103;0;3;3;1;3;1;4;4;4;5;3;4;4
55;15;1;searchStartegy;0;0;3;Pop;2;2;3;2;3;152;0;2;3;1;2;1;4;5;5;2;2;4;5
71;8;2;searchStartegy;1;0;3;Pop;2;3;3;1;3;136;1;3;3;2;3;1;4;3;3;4;5;4;5
63;12;2;planning;1;0;2;Electronic;1;3;3;3;1;114;1;2;3;2;3;2;1;4;5;5;5;4;5
80;15;1;searchStartegy;1;0;2;Pop;1;3;3;1;1;114;1;3;3;1;2;2;3;5;2;5;3;4;4
63;8;2;searchStartegy;1;0;3;Electronic;1;3;3;1;3;150;1;3;2;2;2;1;4;4;3;5;2;4;3
63;6;1;searchStartegy;1;0;3;Pop;1;2;3;1;3;159;1;3;2;1;2;2;1;5;2;4;3;2;2
63;9;2;searchStartegy;0;1;1;Folk;2;2;3;3;2;136;0;3;3;1;3;1;2;4;4;5;5;3;4
